,CODIGO OW,DESCRIPCION,ALMACEN,SALDO EN INVENTARIO
165256,4222,CONECT.CUÑA 2/0-2 AWG.,C300,0.0
165257,200155,AISLADOR TENSOR PORC 0.6KV,C300,0.0
165258,4373,GRAPA RECTA ACSR 2AWG A 2/0AWG,C300,0.0
165259,200155,AISLADOR TENSOR PORC 0.6KV,C300,0.0
165260,213341,GRAPA RETENCION TIPO PISTOLA,C300,0.0
165261,213355,GRAPA PREFORMADA 2AWG 15KV,C300,0.0
165262,4119,CORTACIRCUITO 100 AMP 15 kV,C300,0.0
165263,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
165264,7835,"CRUCETA MET 2""X2""X1/4""X1500mm",C300,0.0
165265,3836,CABLE Cu AISLADO 1/0AWG,C300,0.0
165266,3837,CABLE Cu AISLADO 2/0AWG,C300,0.0
165267,3838,CABLE Cu AISLADO 4/0AWG,C300,0.0
165268,3849,DPLEX 1X2AWG+1X77.47 KCMIL,C300,0.0
165269,3853,TPLEX 2X1/0AWG+1X123.3 KCMIL,C300,0.0
165270,3858,"CABLE ACERO EHS 1/4""",C300,0.0
165271,3859,"CABLE ACERO EHS 3/8""",C300,0.0
165272,3863,CABLE Cu DESNUDO 4AWG,C300,0.0
165273,3901,CABLE Cu CONC 3X4+4AWG,C300,0.0
165274,3906,CABLE Cu CONC 2X6+6AWG,C300,0.0
165275,3913,CABLE FUERZA Cu 4X4AWG,C300,0.0
165276,3914,CABLE Cu FUERZA 3X4AWG,C300,0.0
165277,3922,CABLE ACSR 2AWG SPARROW,C300,0.0
165278,3923,CABLE ACSR 1/0AWG RAVEN,C300,0.0
165279,3924,CABLE ACSR 2/0AWG QUAIL,C300,0.0
165280,3925,CABLE ACSR 4/0AWG PENGUIN,C300,0.0
165281,3943,CABLE CUBIERTO 2AWG,C300,0.0
165282,3954,CABLE Cu CONC 1X8+1X8AWG,C300,0.0
165283,3957,CPLEX 3X1/0AWG+1X123.3 KCMIL,C300,0.0
165284,3958,CPLEX 3X2AWG+1X77.4 KCMIL,C300,0.0
165285,4119,CORTACIRCUITO 100 AMP 15 kV,C300,0.0
165286,4444,"RETAL DE ANCLAJE 3""X1/4""X0.5 M",C300,0.0
165287,7838,"CRUC 3 HILOS 3""X1/4""X2.0 M.",C300,0.0
165288,10002,CABLE Cu AISLADO 4/0AWG,C300,0.0
165289,10008,TAPA POLIMERICA MEDIANA,C300,0.0
165290,200229,TRANSFORMADOR 3F 112.5KVA,C300,0.0
165291,200237,TRANSFORMADOR 3F 225KVA,C300,0.0
165292,200331,CABLE CU 4/0AWG NEUTRO 1/3,C300,0.0
165293,200368,CABLE CU 2AWG NEGRO,C300,0.0
165294,200369,CABLE CU 1/0AWG NEGRO,C300,0.0
165295,200370,CABLE CU 2/0AWG NEGRO,C300,0.0
165296,200371,CABLE CU 4/0AWG NEGRO,C300,0.0
165297,200384,CABLE CU 3X4AWG,C300,0.0
165298,200410,CABLE CU 1X8+1X8AWG,C300,0.0
165299,200411,CABLE CU 2X8+1X8AWG,C300,0.0
165300,200417,CABLE CU 4AWG,C300,0.0
165301,200460,CABLE ACSR 2AWG,C300,0.0
165302,200461,CABLE ACSR 1/0AWG,C300,0.0
165303,200462,CABLE ACSR 2/0AWG,C300,0.0
165304,200472,CABLE ACSR 2AWG,C300,0.0
165305,200474,CABLE ACSR 2/0AWG,C300,0.0
165306,200484,CABLE ACSR/AW 1/0AWG RAVEN,C300,0.0
165307,200497,CABLE AAC 1X2 + AAAC 1X77.4,C300,0.0
165308,200499,CABLE AAC 2X2 + AAAC 1X77.4,C300,0.0
165309,200500,CABLE AAC 2X1/0 + AAAC 1X123.3,C300,0.0
165310,200503,CABLE AAC 3X2 + AAAC 1X77.4,C300,0.0
165311,200505,CABLE AAC 3X2/0 + AAAC 1X155.4,C300,0.0
165312,200514,ALAMBRE AMARRE AL 4AWG CUBIERT,C300,0.0
165313,200527,"CABLE ACERO GALVANIZADO 1/4""",C300,0.0
165314,200529,"CABLE ACERO GALVANIZADO 3/8""",C300,0.0
165315,210556,TUBERIA PVC DB 3”,C300,0.0
165316,211295,DIAGONAL METALICA EN V,C300,0.0
165317,211297,BAYONETA METALICA SENCILLA,C300,0.0
165318,211298,BAYONETA METALICA SENCILLA,C300,0.0
165319,211347,VARILLA DE ANCLAJE ACERO,C300,500.0
165320,211351,VARILLA DE ANCLAJE ACERO,C300,800.0
165321,211827,CAJA HERMETICA POLI MEDIDOR,C300,1980.0
165322,215247,CABLE ACSR 4/0AWG,C300,0.0
165323,215322,PLATINA ACERO A36 GALV CALIEN,C300,0.0
165324,215787,DIAGONAL METALICA RECTA,C300,0.0
165325,218503,TRANSFORMADOR 3F 75KVA,C300,0.0
165326,218503,TRANSFORMADOR 3F 75KVA,C300,0.0
165327,218503,TRANSFORMADOR 3F 75KVA,C300,0.0
165328,219110,TUBERIA PVC TDP 4” 6M,C300,702.0
165329,220133,TAPA POLIMERICA RED ENERGIA,C300,0.0
165330,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
165331,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
165332,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
165333,222545,TRANSFORMADOR 1F 25KVA,C300,0.0
165334,222547,TRANSFORMADOR 1F 37.5KVA,C300,0.0
165335,222547,TRANSFORMADOR 1F 37.5KVA,C300,0.0
165336,222548,TRANSFORMADOR 1F 50KVA,C300,0.0
165337,222548,TRANSFORMADOR 1F 50KVA,C300,0.0
165338,222594,TRANSFORMADOR 3F 30KVA,C300,0.0
165339,222594,TRANSFORMADOR 3F 30KVA,C300,0.0
165340,222595,TRANSFORMADOR 3F 150KVA,C300,0.0
165341,222595,TRANSFORMADOR 3F 150KVA,C300,0.0
165342,244665,TUBERIA PVC DB 3” 6M,C300,36.0
165343,3854,TPLEX 2X2/0AWG+1X155.4 KCMIL,C300,0.0
165344,3955,CABLE Cu CONC 2X8+1X8AWG,C300,0.0
165345,2812,"TUBO 1.1/2"" GALV. IMC",C300,0.0
165346,3853,TPLEX 2X1/0AWG+1X123.3 KCMIL,C300,0.0
165347,3854,TPLEX 2X2/0AWG+1X155.4 KCMIL,C300,0.0
165348,3906,CABLE Cu CONC 2X6+6AWG,C300,0.0
165349,3914,CABLE Cu FUERZA 3X4AWG,C300,0.0
165350,3955,CABLE Cu CONC 2X8+1X8AWG,C300,0.0
165351,3959,CPLEX 3X2/0AWG+1X155.4 KCMIL,C300,0.0
165352,4424,"DIAGONAL EN V 48""",C300,0.0
165353,4444,"RETAL DE ANCLAJE 3""X1/4""X0.5 M",C300,0.0
165354,4534,"VARILLA ANCLAJE 1/2"" X 1800mm",C300,0.0
165355,4535,"VARILLA PTA TIERRA 5/8""X2400mm",C300,0.0
165356,4612,"PLATINA 2""X1/4""X0.4 M. (56)",C300,0.0
165357,4646,"CRUC SECUND. 2""X1/4""X1.0 M.",C300,0.0
165358,7831,BAYONETA SENCILLA DE 3000 mm,C300,0.0
165359,7832,BAYONETA SENCILLA DE 4000 mm,C300,0.0
165360,7835,"CRUCETA MET 2""X2""X1/4""X1500mm",C300,0.0
165361,7836,"CRUC PORTACAJA 2""X1/4""X2.3 M.",C300,0.0
165362,7837,"CRUC 2 HILOS 3""X1/4""X0.5 M.",C300,0.0
165363,7838,"CRUC 3 HILOS 3""X1/4""X2.0 M.",C300,0.0
165364,7839,"CRUC 3-4 HILOS 3""X1/4""X2.5 M.",C300,0.0
165365,7840,"CRUCETA MET 3""X3""X1/4""X3000mm",C300,0.0
165366,7842,"CRUCETA MET 3""X3""X1/4""X4000mm",C300,0.0
165367,7845,"CRUC SECUND. 2""X1/4""X1.0 M.",C300,0.0
165368,7847,"DIAGONAL 2""X1/4""X1.5 M.",C300,0.0
165369,7848,"DIAGONAL 2""X1/4""X2.0 M.",C300,0.0
165370,7852,"PLATINA 2""X1/4""X0.2 M.",C300,0.0
165371,7853,"PLATINA 2""X1/4""X0.3 M.",C300,0.0
165372,7854,"PLATINA 2""X1/4""X0.4 M.",C300,0.0
165373,7855,"PLATINA EN Z. 2""X1/4""",C300,0.0
165374,8201,"DIAGONAL 2""X1/4""X6.0 M.",C300,0.0
165375,10007,TAPA POLIMERICA GRANDE,C300,0.0
165376,10182,"PLATINA EN Z 2""X3/8""X7.5X6X7.5",C300,0.0
165377,210522,"TUBERIA ACERO GALV IMC 3/4""",C300,0.0
165378,210524,"TUBERIA ACERO GALV IMC 1 1/2""",C300,0.0
165379,211276,CRUCETA METALICA 3000MM,C300,0.0
165380,211279,CRUCETA METALICA 1500MM,C300,0.0
165381,211297,BAYONETA METALICA SENCILLA,C300,0.0
165382,211298,BAYONETA METALICA SENCILLA,C300,0.0
165383,211299,BAYONETA METALICA SENCILLA,C300,0.0
165384,215247,CABLE ACSR 4/0AWG,C300,0.0
165385,215322,PLATINA ACERO A36 GALV CALIEN,C300,0.0
165386,215786,DIAGONAL METALICA RECTA,C300,0.0
165387,215787,DIAGONAL METALICA RECTA,C300,0.0
165388,218333,CRUCETA METALICA 1000MM,C300,0.0
165389,218615,CRUCETA METALICA 2000MM,C300,0.0
165390,219146,PLATINA ACERO GALV CALIENTE,C300,0.0
165391,219175,PLATINA ACERO GALV CALIENTE,C300,0.0
165392,219176,PLATINA ACERO GALV CALIENTE,C300,0.0
165393,219670,CRUCETA METALICA 500MM,C300,0.0
165394,219671,CRUCETA METALICA 2500MM,C300,0.0
165395,219673,CRUCETA METALICA 3500MM,C300,0.0
165396,219674,CRUCETA METALICA 2300MM,C300,0.0
165397,220163,RETAL DE ANCLAJE ACERO GALV,C300,0.0
165398,3957,CPLEX 3X1/0AWG+1X123.3 KCMIL,C300,0.0
165399,7832,BAYONETA SENCILLA DE 4000 mm,C300,0.0
165400,7839,"CRUC 3-4 HILOS 3""X1/4""X2.5 M.",C300,0.0
165401,7845,"CRUC SECUND. 2""X1/4""X1.0 M.",C300,0.0
165402,227053,RADIO COMUNICACION 902-928MHZ,C300,0.0
165403,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165404,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165405,210881,DPS POLIMERICO 12KV 10KA,C300,0.0
165406,211295,DIAGONAL METALICA EN V,C300,0.0
165407,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165408,210881,DPS POLIMERICO 12KV 10KA,C300,0.0
165409,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165410,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165411,209920,CONECTOR COMPRES CUÑA CU,C300,0.0
165412,1893,"ARANDELA DE PRESION 3/8""",C300,0.0
165413,213302,"ARANDELA PRESION 1/2""",C300,0.0
165414,213357,GRAPA PREFORMADA 2/0AWG 15KV,C300,288.0
165415,213355,GRAPA PREFORMADA 2AWG 15KV,C300,0.0
165416,213358,GRAPA PREFORMADA 4/0AWG 15KV,C300,0.0
165417,211502,TORNILLO SEGURIDAD,C300,0.0
165418,4535,"VARILLA PTA TIERRA 5/8""X2400mm",C300,0.0
165419,211357,VARILLA PUESTA A TIERRA ACERO,C300,0.0
165420,3835,CABLE Cu AISLADO 2AWG,C300,0.0
165421,3855,TPLEX 2X2AWG+1X77.47 KCMIL,C300,0.0
165422,3926,CABLE ACSR/AW 1/0AWG,C300,0.0
165423,3946,CABLE CUBIERTO 2/0AWG,C300,0.0
165424,3955,CABLE Cu CONC 2X8+1X8AWG,C300,0.0
165425,4531,"VARILLA ANCLAJE 5/8"" X 1800mm",C300,0.0
165426,3902,CABLE Cu CONC 2X4+4AWG,C300,0.0
165427,3902,CABLE Cu CONC 2X4+4AWG,C300,0.0
165428,3947,CABLE CUBIERTO 1/0AWG,C300,0.0
165429,3959,CPLEX 3X2/0AWG+1X155.4 KCMIL,C300,0.0
165430,200325,CABLE CU 4/0AWG APANT C/CINTA,C300,0.0
165431,200501,CABLE AAC 2X2/0 + AAAC 1X155.4,C300,0.0
165432,8132,CABLE CUBIERTO 4/0AWG XLPE,C300,0.0
165433,220738,PLATINA Z ACERO GALV CALIENTE,C300,0.0
165434,220739,PLATINA Z ACERO GALV CALIENTE,C300,0.0
165435,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165436,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165437,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165438,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165439,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165440,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165441,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165442,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165443,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165444,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165445,210881,DPS POLIMERICO 12KV 10KA,C300,0.0
165446,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165447,210881,DPS POLIMERICO 12KV 10KA,C300,0.0
165448,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165449,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165450,210881,DPS POLIMERICO 12KV 10KA,C300,0.0
165451,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165452,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165453,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165454,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165455,200981,CORTACIRCUITO 100A 15KV,C300,0.0
165456,245210,PLACA REFLECTIVA PRFV,C300,0.0
165457,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165458,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165459,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165460,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165461,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165462,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165463,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165464,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165465,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165466,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165467,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165468,218573,SUELO ARTIFICIAL CONDUCTIVO,C300,0.0
165469,200981,CORTACIRCUITO 100A 15KV,C300,0.0
165470,8033,CONECT.CUÑA BIMET.3/0-6 AWG.,C300,0.0
165471,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165472,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165473,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165474,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165475,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165476,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165477,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165478,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165479,1893,"ARANDELA DE PRESION 3/8""",C300,0.0
165480,1894,"ARANDELA DE PRESIÓN 1/2""",C300,0.0
165481,5276,"TUERCA 5/8"" GALV.",C300,0.0
165482,200981,CORTACIRCUITO 100A 15KV,C300,0.0
165483,213302,"ARANDELA PRESION 1/2""",C300,0.0
165484,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165485,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165486,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165487,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165488,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165489,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165490,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165491,211357,VARILLA PUESTA A TIERRA ACERO,C300,0.0
165492,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165493,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165494,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165495,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165496,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165497,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165498,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165499,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165500,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165501,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165502,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165503,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165504,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165505,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165506,210528,"TUBERIA ACERO GALV EMT 1/2""",C300,0.0
165507,211439,"TORNILLO MAQUINA 5/8"" X 2""",C300,0.0
165508,211440,"TORNILLO MAQUINA 5/8"" X 3""",C300,0.0
165509,211443,"TORNILLO MAQUINA 5/8"" X 6""",C300,0.0
165510,211448,"TORNILLO MAQUINA 5/8"" X 12""",C300,0.0
165511,4220,CONECT.CUÑA TIPO C.,C300,0.0
165512,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165513,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165514,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165515,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165516,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165517,211332,"COLLARIN 160MM 6""",C300,0.0
165518,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165519,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165520,213342,GRAPA RETENCION TIPO PISTOLA,C300,0.0
165521,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165522,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165523,210933,ESPACIADOR POLIGONAL POLI 15kV,C300,0.0
165524,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165525,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165526,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165527,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165528,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165529,218573,SUELO ARTIFICIAL CONDUCTIVO,C300,0.0
165530,210889,SECCIONADOR CUCHILLA 600-630A,C300,0.0
165531,4186,CONECT.CUÑA TIPO D.,C300,0.0
165532,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165533,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165534,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165535,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165536,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165537,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165538,219176,PLATINA ACERO GALV CALIENTE,C300,0.0
165539,245273,"ESPARRAGO 1/2"" X 6""",C300,0.0
165540,200412,CABLE CU 3X8+1X8AWG,C300,0.0
165541,215661,PROTECTOR FAUNA CUBIERTA BUJE,C300,0.0
165542,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165543,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165544,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165545,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165546,200145,AISLADOR PIN PORC 15KV,C300,0.0
165547,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165548,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165549,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165550,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165551,210528,"TUBERIA ACERO GALV EMT 1/2""",C300,0.0
165552,211331,"COLLARIN 140MM 5 1/2""",C300,0.0
165553,211371,"CINTA ACERO INOXIDABLE 5/8""",C300,0.0
165554,211377,"HEBILLA ACERO INOXIDABLE 5/8""",C300,0.0
165555,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165556,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165557,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165558,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165559,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165560,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165561,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165562,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165563,10008,TAPA POLIMERICA MEDIANA,C300,0.0
165564,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165565,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165566,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165567,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165568,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165569,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165570,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165571,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165572,211393,"ESPARRAGO 5/8"" X 14""",C300,0.0
165573,211419,"TORNILLO MAQUINA 1/2"" X 2""",C300,0.0
165574,2897,"CAPACETE 3"" GALV.",C300,0.0
165575,4553,ESTRIBO CALIBRE 2 A 2/0AWG,C300,0.0
165576,210546,"CAPACETE AC GALV IMC 3""",C300,0.0
165577,211087,FUSIBLE EXPULSION 1A,C300,0.0
165578,212853,CONECTOR COMPRES TIPO H AL,C300,0.0
165579,212893,CONECTOR COMPRES BORN TERM BIM,C300,0.0
165580,217143,CANDADO 50MM ACERO ENDURECIDO,C300,0.0
165581,219146,PLATINA ACERO GALV CALIENTE,C300,0.0
165582,219249,CINTA AISL CAUCHO AUTOFUN 69KV,C300,0.0
165583,219359,CINTA AISLANTE PVC 600V NEGRO,C300,0.0
165584,242015,PATCH CORD RJ45 6A,C300,0.0
165585,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165586,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165587,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165588,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165589,211333,"COLLARIN 180MM 7""",C300,0.0
165590,211381,ESPIGO CORTO AISL PIN 5/8”,C300,0.0
165591,211441,"TORNILLO MAQUINA 5/8"" X 4""",C300,0.0
165592,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165593,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165594,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165595,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165596,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165597,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165598,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165599,216943,TRANSFORMADOR 1F 0.5KVA,C300,0.0
165600,3039,"TUBO 4"" T.D.P.PVC CORRUGADO",C300,0.0
165601,210528,"TUBERIA ACERO GALV EMT 1/2""",C300,0.0
165602,219249,CINTA AISL CAUCHO AUTOFUN 69KV,C300,0.0
165603,219359,CINTA AISLANTE PVC 600V NEGRO,C300,0.0
165604,3038,TUBERIA PVC TDP 3PG,C300,0.0
165605,3039,"TUBO 4"" T.D.P.PVC CORRUGADO",C300,0.0
165606,3902,CABLE Cu CONC 2X4+4AWG,C300,0.0
165607,3906,CABLE Cu CONC 2X6+6AWG,C300,0.0
165608,3913,CABLE FUERZA Cu 4X4AWG,C300,0.0
165609,3925,CABLE ACSR 4/0AWG PENGUIN,C300,0.0
165610,3957,CPLEX 3X1/0AWG+1X123.3 KCMIL,C300,0.0
165611,6692,CAJA MEDIDOR MONOFASI 240/120V,C300,0.0
165612,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
165613,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
165614,200176,TRANSFORMADOR 1F 5KVA,C300,0.0
165615,200178,TRANSFORMADOR 1F 5KVA,C300,0.0
165616,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
165617,200181,TRANSFORMADOR 1F 10KVA,C300,0.0
165618,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
165619,200184,TRANSFORMADOR 1F 10KVA,C300,0.0
165620,200198,TRANSFORMADOR 1F 25KVA,C300,0.0
165621,200204,TRANSFORMADOR 1F 37.5KVA,C300,0.0
165622,200207,TRANSFORMADOR 1F 50KVA,C300,0.0
165623,200217,TRANSFORMADOR 3F 15KVA,C300,0.0
165624,200385,CABLE CU 4X4AWG,C300,0.0
165625,200413,CABLE CU 2X6+1X6AWG,C300,0.0
165626,200415,CABLE CU 2X4+1X4AWG,C300,0.0
165627,200475,CABLE ACSR 4/0AWG,C300,0.0
165628,211827,CAJA HERMETICA POLI MEDIDOR,C300,0.0
165629,1426,"ANGULO 1""X1/8""",C300,0.0
165630,1462,"PLATINA 3/8""X1.1/2""X6.0 M.",C300,0.0
165631,3936,CABLE Cu AISLADO 16AWG,C300,0.0
165632,200505,CABLE AAC 3X2/0 + AAAC 1X155.4,C300,0.0
165633,1429,"ANGULO 1.1/2""X3/16""X6.0 M.",C300,0.0
165634,1434,"ANGULO 2""X1/4""",C300,0.0
165635,1435,"ANGULO 2.1/2""X1/4""",C300,0.0
165636,1436,"ANGULO 3""X1/4""X6.0 M.",C300,0.0
165637,1458,"PLATINA 1/4""X2""",C300,0.0
165638,1463,"PLATINA 3/8""X2""",C300,0.0
165639,1636,"TORN. C.R. 5/32"" X 3/4""",C300,0.0
165640,1644,"TORN. GOLOSO 1"" X 8 MM",C300,0.0
165641,1650,"TORN. DRY WALL 1.3/4""",C300,0.0
165642,1655,TORNILLO GOLOSO 1.1/4PGX1/8PG,C300,0.0
165643,1660,"TORNILLO O PERNO 1/2"" X 1 1/2""",C300,0.0
165644,1661,"TORNILLO O PERNO 1/2"" X 2""",C300,0.0
165645,1664,"TORNILLO O PERNO 1/2"" X 4""",C300,0.0
165646,1666,"TORNILLO O PERNO 1/2"" X 6""",C300,0.0
165647,1667,"TORNILLO O PERNO 1/2"" X 8""",C300,0.0
165648,1672,"TORNILLO O PERNO 5/8"" X 4""",C300,0.0
165649,1668,"TORNILLO O PERNO 5/8"" X 1 1/2""",C300,0.0
165650,1669,"TORNILLO O PERNO 5/8"" X 2""",C300,0.0
165651,1670,"TORNILLO O PERNO 5/8"" X 2.1/2""",C300,0.0
165652,1673,"TORNILLO O PERNO 5/8"" X 6""",C300,0.0
165653,1674,"TORNILLO O PERNO 5/8"" X 8""",C300,0.0
165654,1675,"TORNILLO O PERNO 5/8"" X 10""",C300,0.0
165655,1676,"TORNILLO O PERNO 5/8"" X 12""",C300,0.0
165656,1677,"TORNILLO O PERNO 5/8"" X 14""",C300,0.0
165657,1678,"TORNILLO O PERNO 5/8"" X 16""",C300,0.0
165658,1679,"TORNILLO O PERNO 5/8"" X 18""",C300,0.0
165659,1684,"ESPARRAGO 5/8"" X 4""",C300,0.0
165660,1685,"ESPARRAGO 5/8"" X 6""",C300,0.0
165661,1686,"ESPARRAGO 5/8"" X 8""",C300,0.0
165662,1687,"ESPARRAGO 5/8"" X 10""",C300,0.0
165663,1688,"ESPARRAGO 5/8"" X 12""",C300,0.0
165664,1689,"ESPARRAGO 5/8"" X 14""",C300,0.0
165665,1691,"ESPARRAGO 5/8"" X 20""",C300,0.0
